gene_name,LFC,logP
OR2L2,-0.12967,0.180673266
PSMD10,-0.10245,0.180620601
SAMD7,-0.020759,0.180587689
DOCK8,-0.026606,0.180521872
ZNF341,0.070893,0.180436324
TTC21A,-0.039534,0.180396847
NOD1,0.015673,0.180363951
FAM131A,0.0055921,0.180317902
IGSF1,-0.072373,0.180317902
ZRSR2,-0.05939,0.18029159
VPS33B,0.050097,0.180285012
ANKLE1,-0.010566,0.180212665
PTPRN2,-0.074435,0.180107453
CKMT1B,-0.073139,0.180048282
PISD,-0.074755,0.179916821
ACP6,-0.091994,0.179837964
OLFML2A,0.0052033,0.179824822
LPA,-0.063268,0.179824822
KAZN,-0.05204,0.17977883
MDFI,-0.055759,0.179759121
DCPS,0.0030144,0.179739412
FGF8,-0.081851,0.179719704
ZNF215,-0.080886,0.179548942
SMEK2,0.045383,0.179450456
ARHGAP29,-0.13005,0.179450456
RPL7,-0.071491,0.179391375
FBXO39,0.050698,0.179358556
SCN5A,-0.070581,0.179351992
CDS2,-0.065176,0.179312613
ZNF281,-0.15501,0.179299487
ZNF22,0.065275,0.179292925
HSF2,0.079407,0.179286362
NDUFA4,0.051139,0.179240427
CDC42EP5,-0.017177,0.179227303
ANKRD42,-0.10942,0.179076412
CHRNA9,-0.095757,0.179017382
AREL1,0.053174,0.178860008
PRDM13,-0.0069255,0.178860008
MAP3K8,-0.12384,0.178846896
PHLDA1,0.069046,0.17870269
UNC50,-0.010995,0.178669923
NUB1,-0.13491,0.178656817
FGF2,-0.37596,0.178610948
DBI,-0.097097,0.178597843
U2AF1,-0.12782,0.178584739
CEP44,-0.082241,0.178571636
TTC22,-0.0022911,0.178558532
PRKG2,0.026952,0.178525776
OR4F29,0.019468,0.178420972
CALR3,-0.024396,0.178414423
FAM19A4,-0.059645,0.178375128
MRPL57,-0.080855,0.178355482
H2AFX,-0.15819,0.17829655
TMEM189,-0.14048,0.178244173
CNTD1,-0.1156,0.178087078
PCDHB2,-0.025945,0.178080534
ITFG2,-0.083216,0.178067445
ANKRD12,0.005578,0.178021639
FAM170A,-0.062446,0.178015095
CDK11B,0.028485,0.178002009
OTOP3,-0.24537,0.177910415
Control_117,-0.0075383,0.177884248
ACTN1,-0.1187,0.177838461
NEUROG1,-0.14076,0.17775998
FAM71F1,-0.0037718,0.177688052
IPO4,-0.11951,0.177648823
ACAD10,-0.10155,0.177635748
FLT3,-0.11199,0.177622673
GJB1,-0.13496,0.177603061
KRT7,-0.21669,0.177603061
ECI1,0.050571,0.177550767
ZNF646,0.0086209,0.17751155
TMEM191C,-0.15641,0.177498479
STX5,-0.021789,0.177335121
MYBPHL,0.0061186,0.177302457
NCR2,-0.10497,0.177243667
PLCH1,-0.12866,0.177243667
DNAJC7,-0.080923,0.177197947
ZNF324B,-0.077195,0.177067346
SORT1,-0.01977,0.177034702
TLR5,-0.12507,0.176975949
DGAT1,0.094952,0.176871518
PPID,-0.077473,0.176832363
TCEA1,-0.016163,0.176812787
PCID2,0.0031115,0.176682302
HSCB,-0.033587,0.176682302
ALOX12,-0.036639,0.176617074
MAPK8IP1,0.010273,0.176525771
ZNF658,-0.044528,0.176362778
NUDT9,-0.10257,0.176284563
SORCS3,-0.051727,0.176278046
TTC30B,0.0028147,0.176180299
ACSS1,-0.11642,0.176102117
FHDC1,-0.10677,0.176082573
LCTL,0.043292,0.176063031
RIMBP3,-0.085134,0.176056517
OCM2,-0.12518,0.176023949
RTN2,-0.075907,0.176004409
VENTX,-0.21162,0.175880677
C9orf139,-0.098661,0.175809059
08-Sep,0.03499,0.175672367
MRAS,-0.019976,0.175665859
NAA30,0.06174,0.175620305
NUCB1,-0.13125,0.17560729
PDLIM7,-0.019424,0.175594276
POLK,-0.073827,0.175574756
FAM120C,-0.12172,0.175574756
OLFM1,0.023324,0.175535718
TMEM176B,-0.0070865,0.175425128
EIF1B,-0.093368,0.175412119
NMU,0.02257,0.175100028
EIF3A,-0.077754,0.17508053
EIF4H,0.02321,0.174950564
MTFR1L,0.027237,0.174924575
KIF15,-0.12544,0.174911582
KLK10,0.03074,0.174885595
IL1RAPL1,0.023159,0.174820637
YWHAH,0.021847,0.174781666
PHOX2B,-0.023716,0.174775171
AHSG,0.0029305,0.174749193
LRFN3,0.058935,0.174742699
GJB6,-0.062021,0.17465179
FLOT2,-0.17306,0.174586866
RPL6,0.076301,0.174534934
LGALS3BP,-0.050845,0.174489498
NAA50,-0.15268,0.174405131
SPTB,-0.037813,0.174385664
KRT73,-0.010296,0.174314292
MAGEB10,-0.067079,0.174249419
TMEM45B,-0.13698,0.174171583
PRPS1L1,-0.025752,0.174080793
PRDM12,-0.059105,0.173938162
KIF12,-0.080128,0.173925197
PNMA1,0.031009,0.173918715
RSPH9,-0.017517,0.173905752
VAX2,-0.04775,0.17389927
AFAP1L2,-0.092429,0.173795577
ZNF394,-0.012189,0.173769657
ATG12,-0.011638,0.173691908
SCP2D1,0.084698,0.173678951
KIF2B,-0.14245,0.173633605
NUDT21,-0.053448,0.173601218
SIGLEC6,-0.10335,0.173458743
RELA,-0.10726,0.173400472
ABAT,-0.11567,0.173387524
GEM,-0.10289,0.173225704
ANKRD54,-0.070003,0.173199819
Control_39,-0.0018182,0.173167464
PTPN4,-0.048849,0.173115701
PGRMC1,-0.045094,0.173076883
PPFIA4,-0.034963,0.172908713
PRPF19,-0.0048894,0.172753536
FXYD4,0.014906,0.172727678
ZNF589,0.027031,0.172650116
EFCAB2,-0.081869,0.172643653
LAG3,-0.079077,0.172559643
OSBPL9,-0.25739,0.172507953
LRRC52,0.02255,0.17241751
SCN4B,-0.027967,0.17241751
ZBTB43,-0.18867,0.17241105
EPC2,-0.16956,0.172359378
CBX4,0.020578,0.172333544
STPG1,-0.066546,0.172139838
PLEKHA2,-0.018968,0.172088198
SLC11A2,-0.089855,0.172049472
RNF130,-0.16005,0.17197203
RNASE7,-0.0034894,0.171965577
PCDHGA9,-0.023115,0.171868795
AK3,-0.023568,0.171868795
DYSF,0.0027865,0.171849442
CT47A12,-0.012215,0.17184299
FMOD,0.024805,0.171830089
UBE2D4,-0.020067,0.171772035
PABPC4L,-0.12322,0.171772035
AOAH,0.050371,0.171759136
ASNA1,-0.061563,0.17171399
DPRX,-0.069962,0.171643055
SLC50A1,-0.056387,0.171617264
MOSPD3,-0.027161,0.171514114
POMGNT1,-0.091427,0.171481884
KIAA0196,-0.088655,0.171404544
HIST1H3D,-0.13402,0.171385211
PRR25,-0.059082,0.171378766
TMEM86A,-0.028112,0.17133366
USP37,0.0079134,0.171288558
TUFM,-0.083004,0.171185486
ZNF773,0.088731,0.171153281
IGSF11,-0.056186,0.171075999
MCOLN1,-0.0093413,0.171011607
Control_65,-0.053408,0.17093435
XRCC6,0.010334,0.170908601
ANO2,-0.082477,0.170882853
TEX13B,-0.019917,0.170786312
MYLK4,-0.03111,0.170734833
CARD14,-0.0013218,0.170721964
COX6B2,-0.059213,0.170696227
PAX9,0.061638,0.170638325
TRPM7,-0.24889,0.170554702
CTSE,-0.049185,0.170413224
VPS8,-0.039881,0.170368217
RPS10,-0.02785,0.170361788
ASIC1,0.072026,0.170355359
ZNF334,-0.10716,0.170303931
ENDOD1,-0.069695,0.170252508
TMEM134,-0.10259,0.170091853
ALG3,0.005721,0.170079003
PPARA,-0.056932,0.170059729
NLRC5,-0.083868,0.170053304
MAP3K11,-0.10931,0.169931256
C1orf106,0.012062,0.169918411
ZBP1,-0.097745,0.169918411
URGCP-MRPS24,0.056615,0.169867034
OR3A2,-0.12871,0.169706521
SOX15,0.061522,0.169655169
ALX4,-0.086026,0.169642332
SEC24C,-0.13197,0.169513983
PLAT,-0.028031,0.16950115
HIST1H2BH,-0.031933,0.169456239
TMEM204,-0.04159,0.169443407
MSL3,-0.089133,0.1693536
MEIOB,-0.072965,0.169347186
C16orf97,-0.026471,0.169289464
WFDC3,-0.10009,0.1692061
SPACA7,-0.081429,0.169122753
KAT7,-0.14037,0.16907147
XKR7,0.058559,0.168917658
GPS1,-0.18843,0.168789523
SLC26A9,-0.098468,0.168757495
MTPN,0.020865,0.168706256
ZNF157,-0.068181,0.168693447
EIF3B,0.10536,0.168655022
MAN2B1,-0.063773,0.168520563
MECR,-0.071441,0.168475752
UBASH3B,-0.092186,0.168232575
LRRC69,-0.035003,0.168206986
TROVE2,-0.066442,0.168206986
GPR17,0.0017706,0.168104642
BTK,-0.033859,0.167995929
DEFA3,-0.05335,0.167983141
KIR2DL1,-0.12424,0.167823322
PKHD1L1,-0.016859,0.167804148
RAB44,-0.057754,0.16775302
ADAMTS18,-0.0011072,0.16761884
NR2F6,-0.035483,0.16758051
LCE2D,-0.019002,0.167567734
TTC8,-0.05296,0.167535796
DHX32,-0.0578,0.167452769
CCT8L2,-0.062378,0.167452769
PSMD7,-0.090335,0.167439997
INSM1,-0.03955,0.167408068
IGFLR1,-0.10694,0.167395298
DIDO1,0.0075713,0.167356988
PPP1R32,-0.055167,0.167356988
ABHD2,-0.098314,0.167344218
UBTD2,-0.051568,0.167242078
SPINK4,-0.018934,0.167203782
STK38L,-0.022045,0.167152725
TTC19,-0.10749,0.167139962
HMCN1,0.027756,0.167127199
CACNB4,-0.041926,0.166884776
MRPL11,-0.020821,0.16687202
EVPLL,-0.014474,0.166846511
SEC16A,-0.1165,0.166769991
MTHFS,-0.078116,0.166655237
SLC2A8,-0.13724,0.166642488
SORCS2,-0.048347,0.166604244
NDN,-0.062342,0.166527767
EEF2,-0.07905,0.16647679
DEFB105B,-0.034848,0.166374853
PTPRF,-0.038616,0.166343003
C2,0.00015486,0.166323894
SPIN1,-0.042085,0.16623473
CCNG1,0.014573,0.166164685
SIM1,-0.074496,0.166043725
PCDHGA4,0.11539,0.166037359
BMX,0.072847,0.166030994
PLIN2,-0.024793,0.165980075
MMP16,-0.10745,0.165967346
FBXL7,-0.043313,0.165954618
NT5DC2,-0.14283,0.165935526
SERPINE1,-0.1106,0.165757374
HIST1H2AC,-0.067561,0.165706488
GALNT18,0.028927,0.165572938
TOMM5,-0.1819,0.165541146
CCDC129,-0.028384,0.165522072
FAIM2,-0.059951,0.165509357
DGCR2,-0.13198,0.16547757
ZNF619,-0.058391,0.165407647
PEAK1,-0.050941,0.16533138
ZNF846,-0.027502,0.165305961
NR3C1,-0.077265,0.165140772
UBB,0.042479,0.16505185
FUT6,0.018563,0.1650455
FAM188A,-0.090619,0.165026447
EFCAB5,0.033356,0.164988346
CTRC,-0.10709,0.164988346
C17orf78,0.027565,0.164969296
TUBB3,-0.098467,0.164912153
MEA1,0.063973,0.164855017
CGB7,0.13537,0.16481693
SLC6A16,-0.026668,0.164791541
AARS2,-0.11732,0.164766153
TEX10,-0.053121,0.164747113
ANTXRL,-0.081351,0.164658272
SFRP2,0.027968,0.164639237
HR,-0.033738,0.164601169
RIN3,-0.036416,0.164429906
BRD3,-0.11386,0.164372834
COLQ,-0.091575,0.164290409
HOXA4,-0.038485,0.164214338
Control_35,-0.030545,0.164176308
MSI2,-0.065455,0.164119268
HES3,-0.12976,0.16409392
KCNMB2,-0.022802,0.164030555
PLXNA2,-0.025887,0.163796187
NBPF20,-0.25174,0.163732865
HIST1H2BJ,-0.0086214,0.163720202
DIO3,0.05131,0.1635303
DDHD1,-0.097465,0.163504986
SUMF2,-0.07041,0.163498657
PLEKHG6,-0.11952,0.163454362
Control_120,-0.0067722,0.163346806
LIN7C,0.068531,0.163302526
IL1R1,-0.032041,0.163245602
HEBP2,-0.12632,0.163138097
SKIV2L2,0.0072954,0.163125452
FRAT2,0.076173,0.163055906
HIST2H4B,-0.15596,0.163043263
CARNS1,-0.069935,0.162752566
OLAH,-0.06401,0.162727297
OPN1LW,-0.11179,0.16270203
NAP1L5,-0.052401,0.162563086
ATP11A,-0.029215,0.162544143
DBNDD2,-0.048039,0.162468377
RPS6KA3,-0.021768,0.162462064
AMPD1,-0.028828,0.162462064
AMPD2,0.028667,0.162430499
NLRP14,-0.13534,0.162342131
DAB2,-0.020244,0.162323197
NOX3,-0.075572,0.1622664
YARS2,-0.37828,0.162121287
FRMD7,-0.067943,0.161957305
CEBPZ,-0.18924,0.161856424
KREMEN1,0.0029752,0.161724052
DENND4C,-0.14658,0.161629526
TMEM181,-0.017285,0.161623225
ZNF808,0.034725,0.161579121
EID1,-0.096394,0.161579121
NAV3,-0.018181,0.16156652
FAM231A,-0.0079733,0.161516122
SUCNR1,-0.12849,0.161446834
MRAP,-0.025553,0.161434237
C5orf30,-0.054217,0.161371259
ATP5L,-0.083896,0.16132718
NUP188,-0.12626,0.16127681
PCDHGB7,-0.058918,0.161188676
MCEE,-0.025669,0.161106853
NPBWR2,0.05943,0.1610628
FAM200A,-0.033976,0.161056508
LETM1,-0.025922,0.160981001
ZFPL1,-0.056564,0.160962127
LSM1,-0.05905,0.160949544
WNT9B,-0.0591,0.160936962
LAD1,-0.0017308,0.160886637
OR7A5,-0.040667,0.160880346
RHBDF1,-0.070606,0.160830028
ATP8B3,0.030234,0.160786003
RYR2,-0.028189,0.160760849
MAP3K1,0.057908,0.160704256
NXPH2,-0.10752,0.160591093
WAC,-0.062044,0.160433971
KPNA6,-0.0091371,0.160358573
GLI3,0.13321,0.160295751
NRF1,-0.037551,0.160145015
ZNF713,0.014747,0.160063389
ZNF429,-0.12525,0.160019442
OR13D1,-0.017938,0.159969223
OR4S1,0.046897,0.159906458
PHF12,-0.09971,0.159900182
CACNG2,-0.012529,0.15988763
SFTA3,-0.069176,0.159799777
UQCRH,-0.047323,0.159787228
LGSN,-0.092922,0.159737036
KLHL15,-0.08513,0.159674303
ATP6V1C1,-0.17579,0.159642941
ASMT,-0.0303,0.159599037
CTDNEP1,0.00077097,0.159586494
KIF4A,-0.057471,0.15956768
OR4F21,-0.16732,0.159448543
TEKT1,-0.039435,0.159410927
IL9R,0.071238,0.159316903
CCL23,-0.052592,0.159247965
FAM217B,0.019542,0.159216633
AGFG2,0.034065,0.159166507
OS9,-0.11257,0.159147711
BPGM,0.083019,0.1590788
APOL2,-0.12591,0.159060008
ANXA9,-0.067996,0.159003636
TK2,-0.033513,0.158984848
ATP1A3,-0.029948,0.1589097
C16orf59,-0.14286,0.158859609
CRTAM,-0.068375,0.158822045
VSX2,0.10922,0.158790744
QPCTL,-0.1185,0.158765704
APBB2,-0.10212,0.158665562
RPL3,-0.48152,0.158552929
DEFB119,-0.033535,0.158521647
C6orf201,-0.034327,0.158440325
KRT5,-0.032305,0.158371526
SERPINI2,-0.0042694,0.158265221
RSF1,-0.088578,0.158252716
SLCO6A1,0.059403,0.158246464
MRPL34,-0.070325,0.158227708
KXD1,-0.30849,0.158215204
ANKRD16,-0.0079513,0.15805894
ALKBH2,-0.047124,0.157965208
METTL15,-0.1353,0.157921473
HOGA1,-0.073962,0.157902731
HPR,-0.054875,0.157834017
RASGRP2,-0.082541,0.157809033
QARS,-0.14819,0.157771559
SCRT2,-0.041274,0.157752823
PTCHD2,-0.00085116,0.157684133
KLHL6,-0.037822,0.157615454
CIZ1,-0.11567,0.157590482
MSGN1,-0.038518,0.157577997
C2orf49,-0.088387,0.157515576
CLEC16A,-0.054762,0.157478127
EXOSC9,-0.19226,0.157297173
NELFA,-0.056027,0.157272219
HAUS7,-0.037647,0.157053938
HOXC6,-0.039924,0.15701653
PHB2,-0.017606,0.157010295
GPR180,-0.11709,0.156923023
CREB1,-0.057023,0.156898091
DMD,-0.094333,0.156885625
AMMECR1L,-0.0062853,0.156792146
DDX52,-0.1448,0.156779684
TMEM175,-0.00224,0.15675476
RBM12,-0.099653,0.15675476
SYCP2,-0.010165,0.156704917
IRAK1BP1,-0.064311,0.156692457
PRKCD,-0.0080301,0.156673768
KCNA1,-0.068316,0.156592791
IRF2BP2,-0.0096171,0.156580335
ZNF235,-0.15721,0.156555423
BAGE2,-0.10714,0.156542967
KLHL31,-0.017361,0.156518057
NCF2,-0.04795,0.156480695
C11orf21,0.00021807,0.156462015
PBRM1,-0.01715,0.156462015
TDG,-0.19095,0.156443335
RBM7,-0.10064,0.156393528
MRI1,0.0041123,0.156312603
IGLL5,0.036311,0.156287707
AZIN2,-0.029085,0.156269035
PRKD2,-0.028985,0.156256588
ZDHHC18,-0.054057,0.156231694
EXOC3L1,-0.1118,0.155976616
BRIX1,-0.053377,0.155895769
N4BP2,0.018043,0.155889551
SPCS2,-0.10702,0.155802503
SAA2-SAA4,-0.079248,0.155603602
USP17L18,-0.080022,0.155553891
GAREML,-0.0052539,0.155529037
CSPG4,-0.081172,0.155417215
OR4K1,-0.022049,0.155404792
FKBP10,-0.096995,0.155367525
ATAD3B,-0.066847,0.155342682
QPRT,0.1711,0.155230907
ATP2B2,-0.091961,0.155230907
NAMPT,-0.17657,0.155150199
ZNF253,-0.0078473,0.155125369
CDCA7L,-0.043872,0.155094333
HKR1,-0.043601,0.155063299
GPI,-0.046665,0.15504468
ERMP1,-0.093523,0.155007444
ZZEF1,-0.0029175,0.154846126
ZBED1,0.0073696,0.154827516
TAAR9,-0.045072,0.154759287
EMC2,-0.13187,0.154722075
MRPL20,-0.23362,0.154709672
FGF23,-0.008583,0.154653863
OR7C1,-0.036592,0.154635261
CCDC22,-0.074235,0.15459186
CDC123,-0.086111,0.154560863
MXI1,-0.054786,0.154523668
KCNK16,-0.031269,0.154449289
C3orf17,-0.073162,0.154430696
LOR,0.073102,0.154244811
BCL7A,-0.030204,0.154207644
ENTPD4,0.040028,0.154120933
WFDC12,-0.013719,0.154120933
GRPR,-0.065691,0.154108547
IL4R,-0.12773,0.154052814
MICAL1,0.086701,0.154034238
FMNL3,-0.025885,0.154009472
WDR5,-0.10217,0.153997089
DAAM2,0.058278,0.153978516
TSTD1,-0.19546,0.15389185
PHF19,-0.056905,0.153829956
PBDC1,-0.07098,0.153805201
IL15RA,0.043748,0.153761884
PI4KA,-0.14984,0.153662888
TNP2,-0.052324,0.15355773
UGT1A3,-0.001227,0.153322762
BLM,0.0053447,0.153162068
TACC3,-0.10174,0.153044675
LECT2,-0.10326,0.153026142
PHF14,0.031514,0.152989079
DLL1,-0.13423,0.152976725
TSPAN33,-0.08948,0.152970549
TRIM27,-0.077565,0.152877908
SPRR3,-0.053114,0.152840858
FANCG,-0.0099292,0.15264948
LEUTX,-0.033853,0.152556908
MFSD11,-0.10289,0.152544567
PRSS50,0.03007,0.152427341
SGIP1,-0.00052088,0.152316314
PYY,-0.1186,0.152266978
U2SURP,-0.17451,0.152248478
TTC7B,0.02013,0.152205315
MUC13,-0.041713,0.152180653
PGM3,-0.040496,0.152032707
RRP36,-0.22545,0.152032707
PHIP,0.08008,0.151810883
CALCOCO2,-0.087593,0.151804723
C10orf67,-0.058556,0.151761604
EVA1A,-0.090542,0.151724649
RPL30,-0.099354,0.151663063
ZNF280C,-0.086877,0.151595329
GALNTL6,-0.0025355,0.151583015
GRAP,-0.018545,0.151564545
RAPGEF4,-0.0054657,0.151502982
WASL,-0.045106,0.151459893
EAF1,-0.087195,0.151410654
NOTUM,0.013581,0.151355267
PAX2,0.032021,0.15134296
KRTAP6-3,0.11369,0.151275276
CREG1,-0.094128,0.15126297
KIAA0895L,-0.029539,0.151158392
FAM3A,0.05146,0.151084586
OR4C11,-0.0048678,0.151047689
AVP,-0.041936,0.151029241
UNC5D,-0.067486,0.150967754
ASTN1,-0.039971,0.150955457
OVCA2,-0.062833,0.150937014
LRRC38,-0.066829,0.150937014
ASXL3,-0.057854,0.150814075
PFAS,-0.081885,0.150795637
TPRN,-0.081424,0.150746473
SOHLH2,-0.10466,0.15066045
FDX1L,0.014221,0.150611301
TERF2IP,-0.04662,0.150592872
COL12A1,-0.066631,0.150556016
ACYP1,-0.016171,0.150463889
SCAI,-0.030255,0.150414763
AK2,-0.041767,0.150402482
ERBB2,-0.026972,0.150384062
DOCK3,-0.01366,0.150365642
PRAM1,0.0065728,0.150341084
EML2,-0.079347,0.150334945
ZNF132,-0.10454,0.150095578
KALRN,-0.0052489,0.150064899
LOC100129520,-0.06577,0.150021953
TGM7,-0.016822,0.150015818
RNF150,-0.0055282,0.14994834
FRMPD2,-0.087785,0.149911539
CDC42BPB,-0.15598,0.149905406
PRPSAP2,-0.055832,0.149893139
CCNH,-0.13282,0.149844078
B3GALTL,-0.099817,0.149807285
HCFC1,-0.16696,0.149764364
LOC729159,-0.07031,0.149758233
DPH5,-0.16757,0.149696926
ARF1,-0.018509,0.149690795
LMO3,0.0089,0.149672405
MEPCE,0.12721,0.149629498
COMMD3-BMI1,-0.0983,0.149549823
TUBG1,-0.03302,0.149476291
NFATC3,-0.043384,0.149292515
PSMG3,-0.058596,0.149268017
NRG2,0.077698,0.149243521
APOL5,0.087282,0.149219026
ZNF517,0.017824,0.149102694
SLC43A2,-0.041071,0.149084329
ZC3H3,-0.10756,0.149072085
PPA1,0.030467,0.148943553
ADAM22,0.014333,0.148857886
ZC3H18,-0.09043,0.148857886
CD33,-0.07287,0.148839531
GATA2,0.066882,0.148796706
MPHOSPH9,-0.081938,0.148747768
UBE2N,-0.12339,0.14866214
PSMB2,-0.081063,0.148637678
OR2A42,-0.027964,0.148607102
SPATS2,-0.05852,0.148588758
RAB3A,-0.049462,0.148338128
STH,-0.028099,0.148325906
RSPH10B2,0.10479,0.148319795
NOD2,-0.088804,0.148051
FGD5,-0.27343,0.147996039
CMTM4,0.043921,0.147947191
IFIT1B,-0.017661,0.147947191
EPHB2,-0.048161,0.147922769
LYZL1,-0.12231,0.147788474
LOC100129940,-0.014002,0.147745752
ITIH4,-0.10852,0.147721341
FBXL5,-0.037973,0.147660321
C8orf46,-0.12487,0.147568806
PPDPF,0.020746,0.147471212
RAB29,0.048028,0.147446817
FGF22,0.058374,0.147312668
CNTD2,-0.15762,0.147276089
PPM1L,-0.10575,0.147178561
TOX2,0.026967,0.147141993
LRRC57,-0.0935,0.147141993
CAMK1D,0.075551,0.147099335
NYAP1,0.074398,0.147038402
SLC35G3,-0.03512,0.146995754
FERMT3,-0.20233,0.146947018
GOT2,-0.043782,0.146922652
CNPY2,-0.083145,0.146886106
SETD6,-0.0046932,0.146825203
HAMP,-0.10115,0.146825203
WNT10A,-0.029338,0.146764309
CCDC102A,-0.18601,0.146709511
GUCY2F,-0.037888,0.146599936
PRRT3,-0.043149,0.146472133
ATXN3L,0.045201,0.146447794
ZC3H8,-0.085595,0.146283541
ERMAP,-0.13927,0.14612543
RSPH3,-0.010388,0.145991689
SLC22A17,0.07231,0.145894448
PRKAG2,-0.10039,0.145833684
ABLIM2,-0.02847,0.145821532
EDEM1,-0.040521,0.145785078
GRTP1,0.023017,0.145645369
CPNE3,-0.13283,0.14560893
OR2T27,0.033736,0.145584639
LHFPL5,-0.021004,0.145572494
EXOSC10,-0.035444,0.14556035
NAT6,-0.17545,0.145548205
DSCR3,0.00014744,0.14548749
SPATA31A1,-0.039049,0.145457135
CCR8,-0.048539,0.145396432
C9orf16,0.09661,0.145268983
NIP7,-0.086279,0.145165837
MSR1,-0.096581,0.145099109
PTER,0.019482,0.144941429
SLC38A8,-0.048543,0.144686835
SLC26A10,0.026094,0.144505073
API5,-0.026744,0.144353664
ZNF613,0.0067723,0.144274952
PACSIN2,0.030773,0.144268897
PEX11B,-0.1271,0.144093362
CENPI,-0.084598,0.143790883
GAS6,-0.12493,0.143784835
MTBP,-0.42396,0.143778788
AMZ1,-0.0029136,0.143772741
ZNF529,-0.01799,0.143706226
FOXH1,0.11798,0.143645767
GTPBP3,-0.00447,0.143524875
LBH,-0.08237,0.14344027
TTLL5,-0.003038,0.143204672
IGFBPL1,0.030039,0.142764024
PHC3,-0.076563,0.142643377
CILP,0.037048,0.142462468
CTNNAL1,-0.020645,0.142456439
AP4M1,0.031043,0.142402182
HCRTR1,-0.0034352,0.141998482
AP2A2,-0.0050603,0.141739588
MS4A6A,0.14555,0.141673384
SPATS2L,-0.02622,0.14165533
TPGS2,-0.0014984,0.141637277
C20orf195,-0.057919,0.141432728
KIF1A,-0.024597,0.141408669
MATN1,0.0017052,0.141294411
ZNF10,0.048635,0.141186193
NECAP1,-0.091172,0.141138105
ARL3,-0.00016505,0.141114063
SAP18,-0.088885,0.141053964
KIF21B,0.00094697,0.140963831
CACNB1,0.0079448,0.140861703
GNG12,0.042684,0.140777615
OR10G3,0.065755,0.140741583
SH3RF1,-0.00074162,0.140735577
PSMD6,-0.0078981,0.140429425
ZSWIM2,0.087757,0.140417424
CRISPLD2,-0.019267,0.140393422
MERTK,0.001124,0.140213448
LBR,-0.081062,0.140153473
ESYT1,0.070699,0.139859717
CAMSAP3,-0.077594,0.139811776
SUN1,0.005776,0.139685955
C17orf67,0.048533,0.139661993
SLAMF1,-0.03063,0.139350611
PPIAL4G,0.0063006,0.139344625
THAP1,0.23015,0.139302726
TARS,0.13933,0.139296741
TMEM191B,0.025647,0.139177053
D2HGDH,0.064095,0.139135169
TRAF5,0.0084531,0.139027489
RAB11A,-0.048053,0.13898562
NRSN2,0.029517,0.138949736
ZFHX3,0.0055662,0.138919835
CFP,-0.060078,0.138806229
GAL3ST1,-0.050123,0.138405855
EPHB3,-0.020276,0.138334186
GATM,0.057132,0.13827447
ZEB1,0.0065336,0.138178942
ALDH3A2,-0.25229,0.138089403
PTCD1,-0.14478,0.13806553
KIAA1683,0.086514,0.138053593
ELF5,0.020359,0.137785111
STAT2,-0.030375,0.137630063
TNFRSF25,-0.0061239,0.137606214
S1PR2,0.060897,0.13755256
NSF,-0.036582,0.137516794
OTUD6A,-0.083205,0.137510833
ANKFN1,-0.017789,0.137421432
RPS25,-0.055402,0.137218858
RUFY3,-0.075748,0.137117607
RASD2,0.0094699,0.137111652
FLNB,0.082027,0.137046149
CIB3,0.0051643,0.136879461
NANOGNB,0.060379,0.136796141
ABL2,-0.031219,0.136742586
LRFN1,-0.0041722,0.136689039
CEACAM3,0.044742,0.136356
HIST1H3I,0.13106,0.136278724
FUCA2,-0.03246,0.136249006
C7orf69,0.063636,0.136171749
IL31,0.081956,0.135975696
ATR,0.11698,0.135916304
SLC31A1,-0.021017,0.135833168
PPOX,0.013225,0.135607595
TRIM29,-0.073136,0.13560166
SOGA1,0.0043657,0.135577923
C11orf96,-0.015112,0.135571989
EPHX1,-0.079035,0.135512652
COL23A1,0.024318,0.135506718
NAPRT,-0.0022628,0.135465188
EIF5A,-0.70546,0.135423661
PMAIP1,-0.08776,0.135310966
MGC57346-CRHR1,-0.038709,0.135287244
ANK2,0.0053239,0.135139014
KIAA0922,0.0073354,0.135038246
SIDT1,0.097607,0.134937502
IRF3,-0.0074918,0.1349138
SDR16C5,0.029625,0.134747928
GOLGA8H,-0.073773,0.134516998
MAP4K1,0.0095959,0.134292107
RAB3D,-0.027642,0.134280273
TOMM7,0.045447,0.134274357
BCL2L11,-0.024425,0.134126472
PIH1D3,-0.078313,0.133901783
FREM2,0.022686,0.133848584
PPP1R2,-0.21977,0.133801301
FBXO24,0.051907,0.13355906
CTNNA1,-0.077275,0.133547247
UNC5C,-0.010589,0.133505903
OR10K2,-0.059522,0.133488186
VSTM2L,-0.050552,0.133446848
TRIM64,-0.010901,0.133346472
KCNIP2,-0.010373,0.133092683
LRRC1,-0.051045,0.133033684
RNF31,0.0020082,0.132827249
FOXO4,-0.062037,0.13279187
PGS1,-0.11764,0.132768285
SLC22A18,-0.014591,0.132744702
SPC24,-0.10309,0.13269754
MAPK4,0.017279,0.132591443
SMC4,-0.070359,0.13258555
ADAMTS5,-0.017679,0.13256787
